Average Loot Chests,Perfect Hunt Rate,Average Armory Chests,Armory Chest,Saver,Crystal Saver,Reinforced Crystal Saver,x2,x2 x2,Ad Saver,Want Perfect
10.88,0.2147,0.05431,True,True,True,True,False,False,True,False,10.87738040793926639250201924,0.002147278009346974864216243527,0.05431034482758620802711288605
9.992,0.1051,0E-549,False,True,False,False,True,False,True,False,9.991993981897158387730835497,0.001050903119868637110016420363,0E-546
9.942,0.1051,0.04980,True,True,False,False,True,False,True,False,9.942034011987672551418814198,0.001050903119868637110016420363,0.04980295566502463157860419755
10.96,0.2513,0E-577,False,True,True,False,True,False,True,False,10.96188880950080278166645492,0.002513353823698651284858181412,0E-574
10.91,0.2513,0.05440,True,True,True,False,True,False,True,False,10.90707936545329871907755725,0.002513353823698651284858181412,0.05439927020616675902330811515
11.95,0.5269,0E-581,False,True,True,True,True,False,True,False,11.95046997622059862545356307,0.005268933383083204724108410199,0E-578
11.89,0.5269,0.05882,True,True,True,True,True,False,True,False,11.89071762633949557925554756,0.005268933383083204724108410199,0.05882255353313617407528867106
9.960,0.08856,0E-550,False,True,False,False,True,True,True,False,9.959617005333575987193177251,0.0008855628603063598524735713773,0E-547
9.910,0.08856,0.04967,True,True,False,False,True,True,True,False,9.909818920306908063027626901,0.0008855628603063598524735713773,0.04966613756613756717145031512
10.78,0.1706,0E-578,False,True,True,False,True,True,True,False,10.77712456269611980959881569,0.001706201875981384213183327405,0E-575
10.72,0.1706,0.05361,True,True,True,False,True,True,True,False,10.72323893988263916269077429,0.001706201875981384213183327405,0.05361120818156157349824476267
11.62,0.3284,0E-582,False,True,True,True,True,True,True,False,11.61710384264767845469498667,0.003283903837810598562252763413,0E-579
11.56,0.3284,0.05752,True,True,True,True,True,True,True,False,11.55901832343444001083120707,0.003283903837810598562252763413,0.05751885999795704847601764489
6.398,0.4706,0E-604,False,True,False,False,True,False,True,True,6.397542556254662964143992899,0.004706412578318043180152384764,0E-601
6.366,0.4706,0.03154,True,True,False,False,True,False,True,True,6.365554843473389620912476746,0.004706412578318043180152384764,0.03154235871978743332924644894
7.614,0.9245,0E-606,False,True,True,False,True,False,True,True,7.614358219640845120496937317,0.009245167282777917260049803334,0E-603
7.576,0.9245,0.03704,True,True,True,False,True,False,True,True,7.576286428542640861079909376,0.009245167282777917260049803334,0.03704434752884755712415357087
8.921,1.764,0E-607,False,True,True,True,True,False,True,True,8.921331397394784399570700754,0.01763879420677470468091870846,0E-604
9.346,1.764,0.04236,True,True,True,True,True,False,True,True,9.346448903186527381067437038,0.01763879420677470468091870846,0.04236486175280534061731719473
